,Hourly AC System Output (W),Hourly Plane of Array Irradiance (W/m2),Hourly Beam irradiance (W/m^2),Hourly Diffuse Irradiance (W/m2),Hourly Ambient Temperature (C),Hourly DC Array output (Wdc),Hourly Cell Temperature (C),Hourly Wind Speed (m/s)
3970,2690.671,876.788,885.0,113.0,25.0,2797.777,48.635,2.0
3971,2429.737,790.591,901.0,118.0,26.0,2525.196,47.414,2.0
3972,2056.035,663.188,905.0,120.0,27.0,2136.066,42.901,3.0
3973,1553.973,510.839,879.0,132.0,27.0,1615.567,39.159,3.0
3974,993.21,350.594,854.0,130.0,27.0,1037.273,35.12,3.0
3975,457.207,187.06,814.0,125.0,27.0,487.486,30.919,3.0
3976,270.182,83.183,749.0,116.0,26.0,296.327,27.226,2.0
3977,393.837,118.413,323.0,171.0,25.0,422.677,26.803,2.0
3978,236.38,72.324,233.0,98.0,23.0,261.815,23.816,1.0
3979,73.879,26.068,56.0,33.0,21.0,96.056,19.987,1.0
3980,0.0,0.0,0.0,0.0,20.0,0.0,20.0,1.0
3981,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
3982,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
3983,0.0,0.0,0.0,0.0,19.0,0.0,19.0,2.0
3984,0.0,0.0,0.0,0.0,19.0,0.0,19.0,2.0
3985,0.0,0.0,0.0,0.0,18.0,0.0,18.0,2.0
3986,0.0,0.0,0.0,0.0,18.0,0.0,18.0,2.0
3987,0.0,0.0,0.0,0.0,17.0,0.0,17.0,2.0
3988,0.0,0.0,0.0,0.0,17.0,0.0,17.0,2.0
3989,37.529,15.692,0.0,19.0,17.0,59.014,15.493,2.0
3990,795.889,229.408,139.0,84.0,18.0,834.543,22.435,2.0
3991,1178.878,346.762,163.0,168.0,20.0,1228.391,28.296,2.0
3992,1753.437,529.791,253.0,251.0,21.0,1822.043,34.434,2.0
3993,2778.967,874.094,767.0,137.0,22.0,2890.177,42.15,3.0
3994,1837.997,562.38,197.0,418.0,23.0,1909.7,36.873,3.0
3995,1963.123,605.731,274.0,452.0,24.0,2039.545,38.113,3.0
3996,1424.127,434.141,105.0,458.0,25.0,1481.376,35.273,3.0
3997,1571.16,509.162,864.0,139.0,26.0,1633.341,36.53,4.0
3998,1016.49,352.348,837.0,140.0,25.0,1061.218,32.348,4.0
3999,834.058,256.22,131.0,366.0,25.0,873.727,29.972,4.0
4000,280.128,85.155,748.0,119.0,24.0,306.484,25.052,4.0
4001,232.719,71.142,661.0,100.0,23.0,258.077,23.367,4.0
4002,187.593,57.809,503.0,75.0,21.0,212.023,21.001,4.0
4003,72.442,25.455,187.0,33.0,19.0,94.593,18.136,3.0
4004,0.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0
4005,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2.0
4006,0.0,0.0,0.0,0.0,13.0,0.0,13.0,2.0
4007,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0
4008,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0
4009,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
4010,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
4011,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0
4012,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0
4013,701.418,196.771,178.0,17.0,11.0,737.62,15.037,1.0
4014,1998.576,585.128,558.0,54.0,13.0,2076.364,27.532,2.0
4015,2610.697,796.311,739.0,73.0,15.0,2714.156,36.125,2.0
4016,2909.838,898.404,837.0,84.0,17.0,3027.284,38.48,3.0
4017,1797.727,535.167,203.0,344.0,18.0,1867.946,31.388,3.0
4018,1209.177,352.283,38.0,354.0,19.0,1259.612,26.38,4.0
4019,1300.39,381.039,45.0,405.0,20.0,1353.659,27.626,4.0
4020,2182.863,672.754,905.0,131.0,20.0,2267.966,33.919,4.0
4021,1358.542,403.895,123.0,471.0,21.0,1413.662,28.742,5.0
4022,1166.587,355.747,254.0,423.0,21.0,1215.728,27.369,5.0
4023,510.578,197.823,810.0,140.0,21.0,542.101,24.209,5.0
4024,296.462,88.079,761.0,123.0,20.0,323.167,20.918,4.0
4025,419.187,122.065,288.0,178.0,19.0,448.598,20.563,3.0
4026,175.326,53.403,556.0,69.0,17.0,199.506,16.97,2.0
4027,74.389,25.47,267.0,31.0,15.0,96.577,13.665,1.0
4028,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4029,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4030,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4031,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0
4032,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
4033,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
4034,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
4035,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0
4036,0.0,0.0,0.0,0.0,11.0,0.0,11.0,2.0
4037,599.897,168.649,141.0,17.0,12.0,633.564,14.646,2.0
4038,1872.881,543.928,503.0,58.0,14.0,1945.884,25.834,3.0
4039,487.486,140.182,11.0,141.0,16.0,518.467,19.159,3.0
4040,375.147,109.213,0.0,128.0,18.0,403.569,19.371,3.0
4041,2924.906,910.623,855.0,105.0,20.0,3043.082,40.052,3.0
4042,2788.811,878.726,842.0,142.0,21.0,2900.483,42.162,3.0
4043,2133.562,655.551,398.0,399.0,21.0,2216.673,37.047,3.0
4044,278.737,84.412,0.0,101.0,22.0,305.064,24.172,3.0
4045,1631.814,516.062,854.0,155.0,22.0,1696.095,31.982,4.0
4046,1031.955,353.411,835.0,149.0,22.0,1077.126,30.182,3.0
4047,857.101,261.911,161.0,368.0,22.0,897.39,27.625,3.0
4048,631.513,184.595,175.0,283.0,21.0,665.959,24.546,3.0
4049,264.33,79.15,632.0,112.0,20.0,290.351,20.961,2.0
4050,195.879,59.301,496.0,77.0,18.0,220.478,18.028,1.0
4051,74.177,25.534,218.0,33.0,16.0,96.36,14.73,1.0
4052,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4053,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4054,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4055,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
4056,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
4057,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
4058,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
4059,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0
4060,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
4061,713.89,202.628,186.0,17.0,12.0,750.411,17.704,0.0
4062,1960.858,584.249,564.0,50.0,14.0,2037.192,31.18,1.0
4063,2529.152,789.251,737.0,69.0,16.0,2628.963,40.706,1.0
4064,2831.242,889.344,831.0,81.0,18.0,2944.921,41.927,2.0
4065,2947.453,922.963,886.0,90.0,19.0,3066.726,41.176,3.0
4066,2792.721,889.505,917.0,96.0,20.0,2904.578,44.222,2.0
4067,2524.362,802.666,933.0,101.0,21.0,2623.961,42.943,2.0
4068,1791.145,554.012,297.0,464.0,22.0,1861.123,37.432,2.0
4069,1579.604,494.363,455.0,397.0,22.0,1642.076,35.152,2.0
4070,1117.32,358.778,419.0,360.0,23.0,1164.987,32.456,2.0
4071,478.44,192.537,832.0,125.0,23.0,509.211,27.651,2.0
4072,534.837,158.954,370.0,248.0,23.0,566.935,26.971,1.0
4073,228.972,69.941,682.0,98.0,22.0,254.253,22.916,1.0
4074,184.73,57.052,521.0,74.0,21.0,209.101,21.152,0.0
4075,72.259,25.537,220.0,33.0,21.0,94.406,19.277,0.0
4076,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0
4077,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
4078,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0
4079,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
4080,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4081,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4082,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
4083,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
4084,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
4085,26.03,12.362,0.0,15.0,15.0,47.299,11.636,0.0
4086,988.473,287.737,195.0,80.0,16.0,1032.402,25.342,0.0
4087,1419.832,430.361,246.0,159.0,18.0,1476.941,34.814,0.0
4088,1757.335,553.71,288.0,243.0,21.0,1826.082,42.781,0.0
4089,1978.892,637.813,322.0,320.0,22.0,2055.919,47.15,0.0
4090,2157.997,709.815,417.0,347.0,23.0,2242.092,50.778,0.0
4091,2141.936,712.125,485.0,381.0,24.0,2225.384,52.175,0.0
4092,1959.714,659.559,807.0,188.0,25.0,2036.005,51.536,0.0
4093,1393.59,452.719,257.0,463.0,25.0,1449.843,44.799,0.0
4094,1083.155,337.969,134.0,432.0,25.0,1129.815,35.721,1.0
4095,781.08,257.031,351.0,333.0,25.0,819.344,32.746,1.0
4096,352.077,106.899,624.0,170.0,25.0,379.99,27.679,1.0
4097,316.263,95.632,482.0,140.0,24.0,343.394,25.544,1.0
4098,212.227,65.586,431.0,89.0,23.0,237.161,24.051,0.0
4099,79.704,27.623,158.0,36.0,21.0,101.994,19.537,0.0
4100,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0
4101,0.0,0.0,0.0,0.0,18.0,0.0,18.0,1.0
4102,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0
4103,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4104,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4105,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4106,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4107,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4108,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4109,253.499,74.786,54.0,16.0,16.0,279.292,16.108,2.0
4110,1479.178,432.346,343.0,80.0,17.0,1538.248,27.06,2.0
4111,2173.609,662.515,529.0,122.0,19.0,2258.336,36.133,2.0
4112,2580.769,812.616,645.0,150.0,21.0,2682.881,42.527,2.0
4113,2722.379,870.319,720.0,167.0,22.0,2830.948,45.343,2.0
4114,2401.219,761.754,507.0,319.0,23.0,2495.449,43.798,2.0
4115,2413.23,773.467,786.0,188.0,24.0,2507.977,44.737,2.0
4116,2032.521,652.986,785.0,197.0,25.0,2111.629,42.756,2.0
4117,1568.691,507.426,759.0,209.0,24.0,1630.788,37.758,2.0
4118,1154.712,362.627,286.0,416.0,23.0,1203.496,32.598,2.0
4119,760.602,229.351,38.0,316.0,23.0,798.33,29.997,1.0
4120,86.542,29.843,0.0,36.0,22.0,108.964,21.972,1.0
4121,272.835,81.759,0.0,100.0,21.0,299.036,21.6,1.0
4122,248.176,74.715,6.0,95.0,20.0,273.857,21.138,0.0
4123,15.819,9.863,0.0,12.0,19.0,36.896,16.675,0.0
4124,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
4125,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0
4126,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0
4127,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0
4128,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4129,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4130,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4131,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4132,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
4133,429.029,124.028,94.0,17.0,16.0,458.664,18.224,0.0
4134,1724.094,514.95,462.0,63.0,17.0,1791.642,31.661,1.0
4135,1490.136,450.701,274.0,155.0,20.0,1549.572,34.434,1.0
4136,2239.774,712.592,511.0,181.0,23.0,2327.207,44.649,1.0
4137,2298.297,726.851,456.0,270.0,24.0,2388.162,43.443,2.0
4138,2362.149,754.497,494.0,323.0,25.0,2454.709,45.136,2.0
4139,2050.896,647.801,375.0,409.0,25.0,2130.724,42.572,2.0
4140,1322.51,402.384,64.0,449.0,24.0,1376.479,35.057,2.0
4141,1522.661,475.693,343.0,435.0,24.0,1583.191,36.184,2.0
4142,1119.509,359.875,400.0,370.0,24.0,1167.241,33.424,2.0
4143,849.291,261.467,153.0,368.0,23.0,889.37,29.48,2.0
4144,582.016,171.511,19.0,224.0,22.0,615.248,25.755,2.0
4145,134.484,43.051,0.0,52.0,21.0,157.846,21.071,1.0
4146,263.204,78.765,113.0,106.0,20.0,289.202,20.762,0.0
4147,81.046,27.615,73.0,35.0,18.0,103.362,16.553,0.0
4148,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0
4149,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0
4150,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4151,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4152,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4153,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4154,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4155,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4156,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4157,434.551,124.695,95.0,17.0,15.0,464.311,16.702,1.0
4158,690.208,197.26,104.0,82.0,16.0,726.125,19.913,2.0
4159,2410.727,735.663,644.0,89.0,18.0,2505.366,36.301,2.0
4160,2719.811,853.709,751.0,105.0,19.0,2828.261,41.842,2.0
4161,2823.837,897.852,816.0,116.0,20.0,2937.165,44.228,2.0
4162,2710.542,864.203,858.0,121.0,21.0,2818.563,44.482,2.0
4163,2495.725,785.085,883.0,123.0,22.0,2594.061,40.922,3.0
4164,1421.749,427.339,84.0,465.0,22.0,1478.92,32.563,3.0
4165,1273.348,380.919,80.0,452.0,22.0,1325.768,30.607,3.0
4166,1043.729,354.56,807.0,160.0,22.0,1089.24,29.875,3.0
4167,529.686,202.673,768.0,152.0,22.0,561.661,26.224,3.0
4168,336.094,99.778,666.0,158.0,21.0,363.657,22.36,3.0
4169,458.437,133.977,193.0,191.0,20.0,488.744,22.165,2.0
4170,212.633,64.335,452.0,87.0,19.0,237.576,19.516,1.0
4171,81.73,27.715,193.0,36.0,17.0,104.059,15.862,1.0
4172,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4173,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4174,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4175,0.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0
4176,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4177,0.0,0.0,0.0,0.0,13.0,0.0,13.0,1.0
4178,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0
4179,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0
4180,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
4181,474.883,135.184,109.0,17.0,13.0,505.571,15.674,0.0
4182,1801.091,534.505,487.0,62.0,15.0,1871.433,30.346,1.0
4183,2379.653,763.889,678.0,87.0,17.0,2472.959,46.251,0.0
4184,2632.319,879.422,781.0,103.0,20.0,2736.757,53.723,0.0
4185,2355.029,753.249,509.0,248.0,21.0,2447.287,45.6,1.0
4186,2687.331,879.693,866.0,130.0,22.0,2794.282,49.526,1.0
4187,2428.439,794.825,877.0,140.0,23.0,2523.842,48.628,1.0
4188,1925.706,615.728,465.0,407.0,23.0,2000.699,43.306,1.0
4189,1605.162,520.03,863.0,150.0,23.0,1668.516,36.982,2.0
4190,1029.465,356.106,841.0,146.0,23.0,1074.565,32.468,2.0
4191,491.183,197.067,814.0,133.0,24.0,522.25,29.972,1.0
4192,278.485,84.514,763.0,118.0,23.0,304.806,24.612,1.0
4193,233.831,71.725,668.0,101.0,23.0,259.213,24.175,0.0
4194,185.865,57.666,511.0,75.0,22.0,210.26,22.272,0.0
4195,75.411,26.287,222.0,34.0,20.0,97.619,18.291,0.0
4196,0.0,0.0,0.0,0.0,19.0,0.0,19.0,1.0
4197,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0
4198,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0
4199,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
4200,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0
4201,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0
4202,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
4203,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
4204,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
4205,104.207,33.77,22.0,13.0,16.0,126.973,14.683,1.0
4206,497.364,143.307,60.0,81.0,17.0,528.577,19.536,1.0
4207,1172.454,342.621,162.0,165.0,19.0,1221.772,26.904,2.0
4208,2418.846,751.915,553.0,181.0,21.0,2513.835,40.068,2.0
4209,1903.27,582.514,244.0,335.0,23.0,1977.414,37.044,3.0
4210,2382.817,750.545,491.0,321.0,25.0,2476.259,42.423,3.0
4211,1755.67,540.476,178.0,465.0,26.0,1824.357,37.807,4.0
4212,1644.557,508.16,193.0,484.0,27.0,1709.284,37.717,4.0
4213,1567.324,505.446,656.0,276.0,28.0,1629.375,38.597,4.0
4214,542.502,164.558,8.0,200.0,27.0,574.782,30.771,3.0
4215,204.669,64.195,0.0,77.0,26.0,229.447,26.523,3.0
4216,622.27,185.075,199.0,283.0,25.0,656.487,28.124,3.0
4217,346.283,104.268,420.0,155.0,24.0,374.068,25.735,2.0
4218,260.308,79.051,143.0,106.0,23.0,286.245,23.757,2.0
4219,74.815,26.476,16.0,33.0,22.0,97.011,21.209,2.0
4220,0.0,0.0,0.0,0.0,22.0,0.0,22.0,3.0
4221,0.0,0.0,0.0,0.0,22.0,0.0,22.0,4.0
4222,0.0,0.0,0.0,0.0,22.0,0.0,22.0,4.0
4223,0.0,0.0,0.0,0.0,22.0,0.0,22.0,4.0
4224,0.0,0.0,0.0,0.0,22.0,0.0,22.0,4.0
4225,0.0,0.0,0.0,0.0,22.0,0.0,22.0,3.0
4226,0.0,0.0,0.0,0.0,22.0,0.0,22.0,3.0
4227,0.0,0.0,0.0,0.0,22.0,0.0,22.0,3.0
4228,0.0,0.0,0.0,0.0,21.0,0.0,21.0,2.0
4229,211.863,64.811,44.0,15.0,21.0,236.79,20.958,2.0
4230,1426.262,426.771,347.0,74.0,22.0,1483.581,31.871,2.0
4231,1726.134,524.606,352.0,141.0,22.0,1793.756,35.535,2.0
4232,1757.856,538.381,270.0,244.0,23.0,1826.622,37.171,2.0
4233,2672.117,857.897,741.0,143.0,24.0,2778.37,46.174,2.0
4234,2595.022,840.673,783.0,153.0,25.0,2697.774,47.621,2.0
4235,2358.653,763.576,796.0,166.0,26.0,2451.064,46.651,2.0
4236,1994.154,643.166,791.0,177.0,26.0,2071.771,43.458,2.0
4237,1445.064,450.041,245.0,466.0,26.0,1503.002,36.726,3.0
4238,1036.447,352.669,700.0,216.0,26.0,1081.748,34.016,3.0
4239,676.281,234.3,504.0,273.0,26.0,711.846,31.772,2.0
4240,619.954,185.253,182.0,284.0,25.0,654.114,29.082,2.0
4241,402.774,121.543,10.0,156.0,25.0,431.814,27.791,1.0
4242,171.389,54.118,0.0,66.0,24.0,195.49,24.272,1.0
4243,3.31,6.564,0.0,8.0,22.0,24.155,20.288,1.0
4244,0.0,0.0,0.0,0.0,22.0,0.0,22.0,1.0
4245,0.0,0.0,0.0,0.0,22.0,0.0,22.0,1.0
4246,0.0,0.0,0.0,0.0,22.0,0.0,22.0,1.0
4247,0.0,0.0,0.0,0.0,21.0,0.0,21.0,2.0
4248,0.0,0.0,0.0,0.0,21.0,0.0,21.0,2.0
4249,0.0,0.0,0.0,0.0,21.0,0.0,21.0,2.0
4250,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4251,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4252,0.0,0.0,0.0,0.0,20.0,0.0,20.0,1.0
4253,9.606,8.22,0.0,10.0,20.0,30.568,17.977,1.0
4254,222.367,67.503,0.0,71.0,21.0,247.511,21.06,2.0
4255,1876.934,570.573,419.0,129.0,22.0,1950.088,35.607,2.0
4256,1933.157,596.837,355.0,226.0,23.0,2008.434,38.794,2.0
4257,2054.617,641.444,331.0,315.0,24.0,2134.592,40.974,2.0
4258,2136.003,674.027,355.0,377.0,25.0,2219.212,42.895,2.0
4259,2052.209,650.999,386.0,402.0,26.0,2132.09,43.392,2.0
4260,1669.961,517.668,209.0,483.0,26.0,1735.583,38.293,3.0
4261,1486.344,464.174,291.0,454.0,26.0,1545.653,36.752,3.0
4262,1103.215,337.216,102.0,425.0,25.0,1150.465,32.686,3.0
4263,827.528,253.883,113.0,364.0,25.0,867.022,30.426,3.0
4264,564.412,167.6,16.0,218.0,24.0,597.218,27.166,3.0
4265,338.234,101.917,483.0,150.0,24.0,365.843,25.613,2.0
4266,237.458,72.545,350.0,100.0,23.0,262.915,23.572,2.0
4267,77.441,27.206,30.0,34.0,22.0,99.688,21.207,2.0
4268,0.0,0.0,0.0,0.0,22.0,0.0,22.0,2.0
4269,0.0,0.0,0.0,0.0,22.0,0.0,22.0,3.0
4270,0.0,0.0,0.0,0.0,22.0,0.0,22.0,3.0
4271,0.0,0.0,0.0,0.0,21.0,0.0,21.0,3.0
4272,0.0,0.0,0.0,0.0,21.0,0.0,21.0,2.0
4273,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4274,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4275,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4276,0.0,0.0,0.0,0.0,20.0,0.0,20.0,3.0
4277,0.0,2.456,0.0,3.0,21.0,9.072,19.476,3.0
4278,110.981,36.386,0.0,44.0,21.0,133.879,20.306,3.0
4279,285.2,85.611,0.0,99.0,22.0,311.664,22.609,3.0
4280,308.745,92.749,0.0,110.0,23.0,335.714,23.842,4.0
4281,1969.505,595.405,259.0,334.0,24.0,2046.172,34.557,5.0
4282,1619.576,486.91,116.0,410.0,25.0,1683.431,33.296,6.0
4283,827.092,246.56,15.0,280.0,26.0,866.575,29.955,6.0
4284,1060.688,317.452,26.0,370.0,26.0,1106.691,31.45,5.0
4285,1025.741,307.648,31.0,380.0,26.0,1070.734,31.374,5.0
4286,649.004,195.389,12.0,239.0,27.0,683.884,30.195,5.0
4287,866.211,264.376,101.0,362.0,26.0,906.748,30.336,5.0
4288,578.281,172.253,241.0,278.0,25.0,611.422,27.981,4.0
4289,256.534,78.38,592.0,112.0,24.0,282.391,24.832,3.0
4290,220.906,67.848,0.0,85.0,23.0,246.019,23.463,1.0
4291,79.315,27.575,148.0,36.0,21.0,101.598,20.013,1.0
4292,0.0,0.0,0.0,0.0,20.0,0.0,20.0,1.0
4293,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4294,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4295,0.0,0.0,0.0,0.0,20.0,0.0,20.0,2.0
4296,0.0,0.0,0.0,0.0,19.0,0.0,19.0,2.0
4297,0.0,0.0,0.0,0.0,18.0,0.0,18.0,2.0
4298,0.0,0.0,0.0,0.0,18.0,0.0,18.0,2.0
4299,0.0,0.0,0.0,0.0,18.0,0.0,18.0,2.0
4300,0.0,0.0,0.0,0.0,18.0,0.0,18.0,2.0
4301,233.63,69.994,54.0,14.0,18.0,259.008,18.046,3.0
4302,1559.011,458.927,398.0,67.0,19.0,1620.777,28.551,3.0
4303,703.641,205.63,46.0,155.0,21.0,739.9,25.053,4.0
4304,1501.76,445.906,180.0,254.0,22.0,1561.586,30.726,4.0
4305,2864.548,890.494,828.0,109.0,23.0,2979.815,39.788,5.0
4306,1624.546,484.385,113.0,410.0,23.0,1688.574,31.604,6.0
4307,950.867,280.814,19.0,317.0,24.0,993.736,28.519,6.0
4308,2125.4,657.631,878.0,128.0,24.0,2208.184,34.863,6.0
4309,496.778,147.414,7.0,175.0,23.0,527.977,25.751,5.0
4310,623.198,183.774,11.0,224.0,23.0,657.438,25.628,5.0
4311,813.71,258.773,336.0,339.0,22.0,852.836,26.648,4.0
4312,580.05,170.245,273.0,273.0,22.0,613.234,24.878,4.0
4313,245.246,74.076,639.0,105.0,21.0,270.866,21.656,3.0
4314,179.449,55.269,515.0,72.0,20.0,203.713,19.925,2.0
4315,75.182,26.169,250.0,32.0,19.0,97.385,17.827,1.0
4316,0.0,0.0,0.0,0.0,17.0,0.0,17.0,1.0
4317,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4318,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0
4319,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0
4320,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2.0
4321,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2.0
4322,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2.0
4323,0.0,0.0,0.0,0.0,15.0,0.0,15.0,2.0
4324,0.0,0.0,0.0,0.0,15.0,0.0,15.0,3.0
4325,0.0,0.818,0.0,1.0,15.0,3.106,13.286,3.0
4326,53.146,19.768,0.0,24.0,15.0,74.927,13.755,3.0
4327,237.587,69.802,0.0,83.0,15.0,263.047,15.044,4.0
4328,733.875,209.508,22.0,209.0,17.0,770.909,20.277,4.0
4329,194.96,59.113,0.0,71.0,18.0,219.54,18.268,4.0
4330,126.003,40.036,0.0,48.0,18.0,149.197,17.521,4.0
4331,851.078,244.879,15.0,278.0,19.0,891.205,22.581,5.0
4332,1092.51,315.91,26.0,368.0,19.0,1139.445,24.305,5.0
4333,1081.717,314.728,34.0,388.0,19.0,1128.334,25.112,4.0
4334,921.0,268.101,31.0,350.0,19.0,963.038,24.095,4.0
4335,822.846,258.21,337.0,338.0,19.0,862.216,23.782,4.0
4336,610.857,176.887,40.0,252.0,19.0,644.794,22.327,3.0
4337,428.258,124.935,14.0,161.0,19.0,457.874,21.163,2.0
4338,200.638,60.687,490.0,79.0,18.0,225.334,18.32,1.0
4339,52.614,20.657,0.0,25.0,26.0,74.385,24.946,1.0
4340,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0
4341,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0
4342,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0
4343,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0
4344,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0
4345,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0
4346,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0
4347,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0
4348,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0
4349,0.0,2.456,0.0,3.0,21.0,9.152,17.533,0.0
4350,186.923,57.633,0.0,63.0,22.0,211.339,21.043,0.0
4351,1712.328,539.837,379.0,134.0,24.0,1779.455,42.794,0.0
4352,2243.892,727.72,548.0,165.0,26.0,2331.495,48.305,1.0
4353,1711.844,545.369,222.0,336.0,27.0,1778.954,44.89,1.0
4354,2457.319,817.52,668.0,226.0,28.0,2553.975,52.712,1.0
4355,2252.182,753.16,695.0,238.0,29.0,2340.128,52.93,1.0
4356,1929.972,641.43,703.0,245.0,29.0,2005.127,49.617,1.0
4357,1497.081,503.034,675.0,259.0,30.0,1556.75,46.263,1.0
4358,1087.136,371.024,488.0,343.0,31.0,1133.912,42.884,1.0
